patient_id,first_name,last_name,maternal_surname,date_of_birth,gender,curp,street_address,city,state,zip_code,email,plan_name,plan_code,policy_number,group_id,enrollment_date,is_active,annual_deductible,annual_out_of_pocket_max
P001260,Clemente,Lozano,Hurtado,1945-12-24,M,VUSC581024HYNYTF02,Boulevard Qatar 430 Interior 964,Santa Catarina,NL,42932-6834,malva@example.net,Essential,ESS,POL29516289,GRP00322,2020-10-13,True,5000,50000
P001261,Hugo,Montero,Jaimes,1975-05-13,F,GOJC270628MNLSFK08,Peatonal Sur Garica 258 128,Querétaro,QRO,66340-4197,francisca76@example.com,Essential,ESS,POL22469685,GRP00430,2025-04-13,True,5000,50000
P001262,Diego,Barrera,Romero,1964-10-15,F,TENP630206HMNRSK01,Calle Oaxaca 470 Interior 500,Vieja Rumania,HGO,74580-7664,tsisneros@example.org,Essential,ESS,POL38312760,,2023-01-22,True,5000,50000
P001263,Samuel,Llamas,Toledo,1951-07-31,M,JABY151228MGRSQTA3,Corredor Distrito Federal 881 Interior 603,Nueva Japón,NAY,34176-5461,berta19@example.net,Elite,ELT,POL10147391,GRP00443,2023-09-23,True,0,20000
P001264,Fidel,Lerma,Valencia,2006-06-10,M,TEYP911212HNTPGH09,Pasaje Nauru 277 156,Vieja Paraguay,CHIH,39091-7447,adela80@example.net,Standard,STD,POL30892290,GRP00288,2024-11-22,True,3000,40000
P001265,Serafín,Ordóñez,Melgar,1977-05-18,F,RONB431107MNERSR06,Pasaje Maldivas 526 Interior 587,San Beatriz los altos,QROO,80238,amaya@example.org,Standard,STD,POL60080598,,2020-09-15,True,3000,40000
P001266,Fernando,Abrego,Abrego,1962-03-03,F,QIXV320319MQOXRL02,"Periférico Norte Cruz 203 Edif. 071 , Depto. 081",Nueva Albania,OAX,92239-7662,navarrogabriel@example.org,Premium,PRM,POL51980702,GRP00362,2022-11-08,True,1500,30000
P001267,Cecilia,de la Crúz,Villegas,1960-07-17,M,JUDC041116MQOBGAA0,Calzada Norte Terrazas 492 638,San Martín Texmelucan,PUE,49559-1092,eveliomurillo@example.com,Premium,PRM,POL88572834,GRP00258,2022-07-31,True,1500,30000
P001268,Ariadna,Zapata,Amador,1963-05-23,M,SECH201211HCLNNCA3,"Calzada Baja California 296 Edif. 149 , Depto. 909",Nueva Mauricio,BCS,16795-2027,laureanoisaac@example.com,Essential,ESS,POL81189172,GRP00328,2023-02-23,True,5000,50000
P001269,Iván,Sevilla,Madera,1976-01-12,F,REVD650907MOCMVQ08,Andador Velázquez 628 865,Tehuacán,PUE,72008,moyamaria-eugenia@example.org,Standard,STD,POL19743575,GRP00325,2024-01-04,True,3000,40000
P001270,José Luis,Pérez,Sanches,1941-03-31,F,EOWH890504MTLZSX00,Retorno Sur Abreu 581 236,Vieja Jamaica,SIN,42494,aarchuleta@example.org,Standard,STD,POL51906724,,2024-01-20,False,3000,40000
P001271,Jorge Luis,Rojas,Rubio,2000-08-12,M,LIGC060930HGRWFXA0,Circunvalación Norte Olvera 083 572,San Amador los altos,TAB,91006,gabrielarincon@example.com,Essential,ESS,POL18042022,GRP00188,2021-07-21,True,5000,50000
P001272,Jaime,Reyes,Haro,1954-03-09,M,UITC990925HSLBDQ06,Periférico Nicaragua 575 Interior 552,San Ramón los bajos,COAH,86856-8506,gjaramillo@example.com,Essential,ESS,POL82648713,,2020-10-21,True,5000,50000
P001273,Jesús,Ibarra,Palacios,1983-03-05,F,LARF490201MSRVDV00,"Circunvalación México 852 Edif. 948 , Depto. 447",Nueva Italia,MOR,41450,yeni63@example.org,Standard,STD,POL70695118,GRP00284,2021-02-06,True,3000,40000
P001274,Elvia,Téllez,Quintana,1997-10-03,F,XIRU511021MYNGQE06,Prolongación Nayarit 298 133,San Vicente de la Montaña,GRO,41997,fbrito@example.net,Premium,PRM,POL01677436,GRP00165,2020-11-02,True,1500,30000
P001275,Abelardo,Villaseñor,Solís,1962-02-22,F,MUHX270804HSRCWF08,"Cerrada Tabasco 474 Edif. 934 , Depto. 768",San Patricio los altos,BCS,86161,yrico@example.com,Essential,ESS,POL58084319,,2022-08-26,True,5000,50000
P001276,Ángel,Ramón,Valle,1989-08-19,M,GOZW831105HGRBNF09,Calzada Coahuila de Zaragoza 605 574,San Dalia los altos,CHIH,28459,pablo76@example.net,Standard,STD,POL55912681,GRP00235,2021-09-19,True,3000,40000
P001277,Miguel Ángel,Sisneros,Guardado,1970-04-02,F,ZIVS331127HOCKWR03,Prolongación Oaxaca 234 592,Tonalá,JAL,25802,javier57@example.org,Premium,PRM,POL16274351,,2025-02-18,True,1500,30000
P001278,Guillermina,Zambrano,Castillo,1974-07-22,M,ZURG570502MOCLRD04,Andador Sur Flórez 740 281,Celaya,GTO,60763,gerardo33@example.com,Standard,STD,POL60263356,,2021-12-20,True,3000,40000
P001279,Karina,Duarte,Villarreal,1994-04-20,F,JEAS860808MMSLXZ02,Callejón Menéndez 151 435,Coatzacoalcos,VER,72368,alvaro44@example.net,Premium,PRM,POL52602354,GRP00083,2023-11-09,False,1500,30000
P001280,Alejandro,Maya,Murillo,1994-03-03,M,OUSO130802HGRXHOA6,"Avenida Sur Gastélum 004 Edif. 589 , Depto. 275",Nueva Gambia,ZAC,34087,noriegalourdes@example.net,Standard,STD,POL33555638,,2022-06-08,True,3000,40000
P001281,Francisca,Fuentes,Valle,1992-06-23,F,YUPX440117HJCTNE00,"Andador Montaño 573 Edif. 380 , Depto. 792",Nueva República de Corea,CAMP,60940-4475,candelariamaria-elena@example.com,Essential,ESS,POL05665589,,2024-05-29,True,5000,50000
P001282,Oswaldo,Osorio,Villanueva,1973-05-13,M,EIMX010213HHGHCBA1,Calzada Croacia 204 Interior 300,Vieja Irlanda,MICH,31910-6971,juanaguardado@example.com,Essential,ESS,POL91142028,GRP00346,2022-07-27,True,5000,50000
P001283,Cristina,Urrutia,Patiño,1985-10-10,F,QUQS151110MQRJPVA0,"Ampliación Distrito Federal 454 Edif. 224 , Depto. 922",Nueva España,ZAC,30232-0001,catalinaramos@example.net,Standard,STD,POL92824350,,2023-10-14,True,3000,40000
P001284,Eugenia,Meza,Godínez,1991-03-10,M,ZAGA790831MOCKQU00,Viaducto Rubio 294 Interior 846,San Raquel de la Montaña,GRO,64089-7795,jose-manuelbarrientos@example.com,Essential,ESS,POL08307090,GRP00474,2022-07-17,True,5000,50000
P001285,Eva,Ocampo,Baca,1948-05-05,M,GUCA190807HGTXPVA3,"Eje vial Yucatán 261 Edif. 736 , Depto. 292",Puebla,PUE,59897-7738,helenaesquibel@example.net,Standard,STD,POL21462922,GRP00447,2021-07-05,True,3000,40000
P001286,Octavio,Borrego,Estrada,1973-08-03,M,BUGA170317MYNDJVA2,"Calzada Israel 062 Edif. 709 , Depto. 401",Nueva El Salvador,OAX,41245-2292,jose-eduardo67@example.net,Essential,ESS,POL08939350,GRP00445,2021-12-23,True,5000,50000
P001287,Trinidad,Rico,Leiva,1947-04-06,M,UEXE160831HJCHFVA9,"Calzada Ucrania 789 Edif. 591 , Depto. 905",Nueva El Salvador,COL,09458,knajera@example.com,Standard,STD,POL08257232,GRP00204,2024-04-14,False,3000,40000
P001288,Elias,Alcaraz,Adame,1972-05-11,M,DUYX740628HCLFQM06,Retorno Norte Santacruz 674 Interior 752,Xalapa,VER,48356,alma86@example.net,Standard,STD,POL22702525,,2024-08-05,True,3000,40000
P001289,Blanca,Bañuelos,Nazario,1963-09-23,M,OEXK570313MMNJYX02,"Calle Pichardo 676 Edif. 809 , Depto. 405",San Socorro de la Montaña,GRO,47033-6424,elvia20@example.com,Essential,ESS,POL54326143,,2022-01-27,True,5000,50000
P001290,Angélica,Montaño,Córdova,2000-01-28,F,GUAV920202HVZZMY04,Andador Barragán 683 Interior 095,Nueva Nicaragua,BCS,12252,lleal@example.com,Essential,ESS,POL47870676,GRP00195,2022-01-12,True,5000,50000
P001291,Eugenia,Arce,Robledo,2006-05-27,M,JAZR950130MCMNBS02,"Andador Barrientos 012 Edif. 448 , Depto. 056",Vieja Serbia,DGO,21187-4900,francisco91@example.org,Premium,PRM,POL07231492,GRP00052,2025-07-30,True,1500,30000
P001292,Gloria,Varela,Zaragoza,1953-09-22,M,WILX920413MCSZBZ05,Andador Morelos 210 704,Coyoacán,CDMX,10550,augustonava@example.net,Standard,STD,POL88785066,GRP00009,2020-08-28,False,3000,40000
P001293,Vicente,Carrillo,Jaramillo,1947-06-21,F,AAHO700306HDGLJN05,Continuación Padrón 951 427,San María los bajos,QROO,02153-8611,carlos11@example.net,Essential,ESS,POL62714359,,2021-07-18,False,5000,50000
P001294,Bruno,Aranda,Orozco,1946-09-21,M,GAIC081229HBCGTBA7,"Viaducto Hernández 725 Edif. 531 , Depto. 073",San Martín Texmelucan,PUE,12207-2508,ines24@example.org,Standard,STD,POL88609692,GRP00474,2022-03-03,True,3000,40000
P001295,Alfonso,Camacho,Alejandro,2002-04-30,F,IAFT770217HTLDRN04,"Prolongación Calvillo 400 Edif. 998 , Depto. 129",Nueva Madagascar,SLP,19228-8741,rosa49@example.org,Standard,STD,POL54345026,GRP00286,2022-09-17,True,3000,40000
P001296,Verónica,Delgadillo,Roque,1956-02-04,M,KIIF180404HMCMCHA2,Eje vial Norte Ulibarri 105 129,Mexicali,BC,72430,esalcedo@example.com,Essential,ESS,POL98367781,GRP00145,2020-08-21,True,5000,50000
P001297,Abelardo,Segovia,Cervantes,1956-09-05,F,SOLN151028MCSPSS02,Avenida México 157 920,Ensenada,BC,36616,adrianaborrego@example.com,Standard,STD,POL29512660,,2024-12-27,True,3000,40000
P001298,Blanca,Brito,Almonte,1977-04-19,M,IODE091009MVZRBD04,"Prolongación Dueñas 767 Edif. 360 , Depto. 863",San Rodrigo los bajos,QROO,39950,sornelas@example.com,Standard,STD,POL76055080,GRP00089,2023-10-29,True,3000,40000
P001299,Sandra,Avilés,Ulibarri,1954-05-31,M,BEAZ571106MMCFSM07,Andador Baja California Sur 564 Interior 419,San Amanda los altos,CAMP,12436-1605,duenasruben@example.net,Premium,PRM,POL99076191,,2024-05-23,True,1500,30000
P001300,Omar,Gaitán,Paz,1973-02-15,M,QAZX400225MTLFGS07,Calle Bosnia y Herzegovina 749 Interior 117,Vieja Santa Lucía,COL,75500-4375,bernardomercado@example.com,Standard,STD,POL52295083,GRP00022,2024-09-12,True,3000,40000
P001301,Rodolfo,Bahena,Gallardo,1968-06-12,F,CEQB430510MTLFKB09,Corredor Norte Rodríquez 351 Interior 534,San Alejandro de la Montaña,CHIS,43927-0812,reynosopatricio@example.org,Elite,ELT,POL03781010,,2021-10-29,True,0,20000
P001302,Claudio,Adame,Sandoval,1949-12-06,F,LUIP370506MHGQHD02,Ampliación Sur Velázquez 578 Interior 851,Naucalpan,MEX,61907-6444,leonesparta@example.net,Essential,ESS,POL46162227,GRP00446,2024-01-12,True,5000,50000
P001303,María,Centeno,Prado,1946-09-12,F,OOWN490128MZSBJD04,"Diagonal Angola 284 Edif. 655 , Depto. 921",Tijuana,BC,68864-9933,wlaureano@example.org,Standard,STD,POL91802384,GRP00273,2023-05-13,True,3000,40000
P001304,Lilia,Bravo,Maestas,1960-03-25,M,TOFZ350720MMSRQN00,"Cerrada Norte Arce 085 Edif. 753 , Depto. 794",Querétaro,QRO,63183-4290,covarrubiasgonzalo@example.net,Elite,ELT,POL27852346,,2024-03-15,True,0,20000
P001305,Cristobal,Carrasco,Polanco,1973-01-12,M,WOAB941110HNTQRN02,Avenida Almonte 658 Interior 978,Vieja Belarús,COL,42565,reynaldogamez@example.net,Standard,STD,POL54044503,GRP00124,2024-12-27,True,3000,40000
P001306,Paulina,Ozuna,Esquibel,1975-06-02,M,OUPV140731MCLLCAA6,Diagonal Sur Solorzano 449 860,Querétaro,QRO,96532,aracelimontanez@example.net,Premium,PRM,POL30707919,,2020-10-16,True,1500,30000
P001307,Miriam,Sevilla,Pizarro,2003-10-05,M,WUYW180513MASNKV03,Cerrada Guatemala 129 Interior 829,San Olivia los altos,MOR,54183-3788,maestasuriel@example.com,Standard,STD,POL42507438,GRP00483,2024-10-20,False,3000,40000
P001308,Jonás,Bahena,Baca,1969-09-21,M,ZUJU590317MSRYVP05,Continuación Aguascalientes 535 760,Nueva Rwanda,COAH,67336,jimenezdolores@example.com,Essential,ESS,POL74151632,GRP00131,2023-08-30,True,5000,50000
P001309,Andrea,Laureano,Sauceda,1999-06-27,M,NOTR011006MDFRQDA8,Viaducto Michoacán de Ocampo 485 Interior 178,San Linda los altos,COAH,75773,ontiverosangel@example.com,Essential,ESS,POL60174196,GRP00351,2022-02-11,True,5000,50000
P001310,Rolando,Correa,Menchaca,1967-08-14,F,HEFY681030MTSHJX08,Retorno Tamaulipas 783 877,Nueva Uzbekistán,ZAC,65402-3471,jaime13@example.com,Essential,ESS,POL40282656,GRP00246,2025-05-27,True,5000,50000
P001311,Dolores,Vargas,Garica,2001-09-02,M,WIFN530331HBCJSB05,Callejón Norte Negrón 540 Interior 349,Monterrey,NL,97595,eva64@example.net,Elite,ELT,POL22094705,GRP00008,2021-11-12,True,0,20000
P001312,Francisca,Saldaña,Otero,1963-12-05,M,UIDR110327HMNPYSA0,"Avenida Valenzuela 769 Edif. 270 , Depto. 438",León,GTO,28715-8344,albertoceja@example.net,Essential,ESS,POL97385442,GRP00082,2024-08-06,True,5000,50000
P001313,Francisco Javier,Tello,Aguilar,1960-02-01,M,OAXR581020MNEBDR08,Privada Razo 342 Interior 724,Nueva Santo Tomé y Príncipe,TLAX,71157-8737,mondragonlorenzo@example.org,Premium,PRM,POL62173671,,2021-10-02,False,1500,30000
P001314,Guillermo,Almonte,Galván,2001-03-05,M,OIQQ750809HTLVPO04,Eje vial Norte Casárez 246 Interior 988,San Elvia de la Montaña,MOR,76218-2247,carmenhinojosa@example.com,Essential,ESS,POL68670716,GRP00389,2024-10-16,False,5000,50000
P001315,Wendolin,Vásquez,Muñoz,1970-11-17,M,NOKP251206HGRJQS04,Callejón Hidalgo 298 Interior 009,Vieja Papua Nueva Guinea,GRO,41373,jacinto42@example.com,Essential,ESS,POL71155822,GRP00277,2025-04-29,True,5000,50000
P001316,María,Caballero,Zayas,2005-05-26,M,FUPV611122MGTYRR00,"Pasaje Norte Ponce 931 Edif. 316 , Depto. 453",Vieja Bhután,SON,36425,abril35@example.org,Essential,ESS,POL32101254,,2024-01-27,True,5000,50000
P001317,Ángela,Loya,Venegas,1979-08-14,F,VAIB791019MMCFLZ04,"Andador Sur Cadena 705 Edif. 682 , Depto. 583",San Itzel los altos,DGO,01435,jose-eduardo63@example.com,Standard,STD,POL79883686,,2021-10-03,True,3000,40000
P001318,Horacio,Venegas,Sarabia,1999-03-05,M,FOJV130207HQOQPD00,Calle Malasia 392 Interior 060,San Yolanda los bajos,TAMPS,29429-9211,gabrielaramon@example.com,Essential,ESS,POL35069782,GRP00254,2020-11-17,True,5000,50000
P001319,Ricardo,Franco,Sandoval,1972-03-25,F,FIUB110124MNLYQMA7,"Ampliación España 299 Edif. 839 , Depto. 901",Coatzacoalcos,VER,05954-7616,oquendonelly@example.org,Premium,PRM,POL30400546,,2023-03-09,True,1500,30000
P001320,Gerardo,Galarza,Guajardo,1967-11-21,F,QIEC151022MASGWKA3,Calzada Guerrero 115 495,Nueva Cabo Verde,MOR,91791,marreola@example.org,Premium,PRM,POL36417659,GRP00137,2021-03-23,True,1500,30000
P001321,Patricia,Figueroa,Otero,1941-04-14,M,UOIR750915HASVXZ08,Eje vial Solís 115 360,San Renato los bajos,DGO,43945-3497,carmenbahena@example.org,Essential,ESS,POL96015353,,2024-08-08,True,5000,50000
P001322,Diego,Montañez,Preciado,1990-03-30,M,TANE170213MSRTGYA2,Retorno Zacatecas 464 855,Vieja Estados Unidos de América,NAY,16932-4057,benito19@example.org,Standard,STD,POL53910389,GRP00257,2020-12-12,True,3000,40000
P001323,Marcos,Amador,Murillo,1950-02-18,M,CICG230712HMNPYUA3,"Periférico Sur Ibarra 394 Edif. 290 , Depto. 088",San Leonor los bajos,COAH,58578,sandratovar@example.org,Standard,STD,POL37037731,,2021-05-07,True,3000,40000
P001324,José Carlos,Urías,Vaca,1967-06-06,F,AIFH840209HMSNWQ00,Calzada Campeche 487 Interior 813,Tonalá,JAL,09514-0501,guerrajudith@example.org,Essential,ESS,POL70004854,GRP00369,2024-03-22,True,5000,50000
P001325,Bianca,Cervántez,Espinosa,1984-10-30,F,YIPE680425MCLYFN01,"Prolongación Linares 525 Edif. 539 , Depto. 625",Querétaro,QRO,61441-2987,barajasana-luisa@example.net,Premium,PRM,POL32152941,GRP00490,2023-01-23,True,1500,30000
P001326,Beatriz,Manzanares,Serrato,2005-07-05,F,AUNM271110HYNTDY07,Continuación Sur Patiño 216 694,San Blanca de la Montaña,BCS,00112,estefaniaaltamirano@example.org,Premium,PRM,POL67965567,,2025-02-09,True,1500,30000
P001327,Vicente,Espinosa,Oquendo,1973-12-01,M,RUXA210212MVZWGD00,Circunvalación Sonora 280 749,Nueva República Centroafricana,MOR,53890,sessa50@example.net,Standard,STD,POL42816836,GRP00280,2021-05-05,True,3000,40000
P001328,Arturo,Alvarez,Sánchez,1972-12-06,M,KUFM630927MMSWRT07,Corredor Verduzco 579 815,San Mitzy de la Montaña,TLAX,51849-5529,phidalgo@example.net,Essential,ESS,POL52217328,GRP00054,2022-02-09,True,5000,50000
P001329,Trinidad,de la Torre,Valverde,1975-12-11,F,JUMS860705MCHNNS06,"Retorno Belice 726 Edif. 513 , Depto. 420",San Ofelia los bajos,MICH,57813-1456,jose-emiliogaytan@example.org,Standard,STD,POL30241300,GRP00357,2021-02-27,True,3000,40000
P001330,Enrique,Barraza,Lerma,1968-06-07,M,BOLH060311MBSPFCA3,Circunvalación Guzmán 780 Interior 559,San Martín Texmelucan,PUE,27702,vaviles@example.com,Essential,ESS,POL97697998,GRP00070,2025-04-07,True,5000,50000
P001331,Yuridia,Villareal,Pulido,1983-08-23,F,GOKH450117MCMFVS05,Corredor Andorra 649 Interior 967,Vieja Luxemburgo,TAMPS,76339,bsantillan@example.org,Standard,STD,POL71194750,GRP00427,2023-11-15,True,3000,40000
P001332,Carolina,Armenta,Cadena,1944-01-27,M,AUUU120302MCMMVSA4,Circunvalación Collado 593 323,San Teresa de la Montaña,SLP,43316,pradoleticia@example.net,Standard,STD,POL97446970,GRP00004,2023-01-08,True,3000,40000
P001333,Blanca,Carvajal,Negrón,1973-03-06,F,ZUTN140414MZSRCKA4,Prolongación Bangladesh 715 586,Vieja Belarús,CAMP,26423,udominguez@example.com,Essential,ESS,POL58846937,GRP00193,2020-12-04,True,5000,50000
P001334,Pedro,Salgado,Montemayor,1998-05-09,F,KOLP691021MQOWBS06,"Viaducto Veracruz de Ignacio de la Llave 117 Edif. 844 , Depto. 400",San María Teresa los altos,MOR,74894,geronimomaldonado@example.org,Essential,ESS,POL79366604,,2022-02-16,True,5000,50000
P001335,Carla,Tijerina,Soria,1944-10-01,M,ZUZT170614HTSGKZ04,Pasaje Sur Lucero 749 Interior 678,San María José de la Montaña,OAX,52733-1881,linda75@example.com,Premium,PRM,POL13545579,,2022-11-12,True,1500,30000
P001336,Anel,Rolón,Quintanilla,1983-03-26,M,YOKW060221MCCFQUA3,Calzada Baja California 173 141,Vieja Saint Kitts y Nevis,SON,72592,elizondorene@example.net,Premium,PRM,POL85672405,,2022-05-30,True,1500,30000
P001337,Modesto,Rodarte,Lomeli,1982-09-26,F,FEDF501015HNLHSN09,Viaducto Luxemburgo 243 Interior 742,Vieja Brunei Darussalam,QROO,20220,antonia06@example.com,Essential,ESS,POL96072652,GRP00356,2024-02-25,False,5000,50000
P001338,Bernabé,Leiva,Serna,1970-12-14,F,TAMA150117HCHHLW05,Cerrada Norte de la Rosa 009 Interior 321,Progreso,YUC,69320-5065,osorioraquel@example.com,Standard,STD,POL15884452,GRP00069,2021-09-01,False,3000,40000
P001339,Angélica,Candelaria,Amador,1994-01-03,F,RUUM011010HASWBDA0,Privada Vargas 760 Interior 406,San Roberto los bajos,COL,32151,hmascarenas@example.net,Standard,STD,POL67929605,,2023-03-13,True,3000,40000
P001340,Genaro,Galarza,Jimínez,2000-09-13,M,GAFS300528MTLBLO02,Circunvalación Gamboa 077 222,San Eugenia de la Montaña,SON,49958-9367,daniel86@example.org,Standard,STD,POL17678738,GRP00287,2024-05-24,True,3000,40000
P001341,Andrea,Fonseca,Apodaca,1983-12-24,F,CEXD290719HCCJVI05,Periférico Estados Unidos de América 223 Interior 775,Nueva Brunei Darussalam,TAB,44806,soniaescobar@example.com,Premium,PRM,POL48968460,,2021-12-22,True,1500,30000
P001342,Blanca,de la O,Peralta,1946-09-16,F,YUBO930724MGTPLQ01,Viaducto Oaxaca 793 399,Valladolid,YUC,02146-1690,mario61@example.org,Essential,ESS,POL29654419,GRP00302,2024-04-28,True,5000,50000
P001343,Gabino,Farías,Saiz,1971-03-13,M,QIIL130604MCCCRI02,Andador Norte Alarcón 562 372,Ciudad de México,CDMX,64560-4851,vigilrosalia@example.org,Standard,STD,POL65632267,,2023-08-10,True,3000,40000
P001344,Nancy,Miramontes,Carrera,1951-10-20,M,GADE790704HDGSMY05,"Callejón Sur Palomino 422 Edif. 292 , Depto. 538",Nueva Noruega,SLP,18757-6176,mercedes22@example.net,Essential,ESS,POL45883660,GRP00379,2023-01-29,True,5000,50000
P001345,Guillermina,Arreola,Serrano,1953-04-01,M,OOYM031219HMNMZUA6,"Periférico Sur Orosco 159 Edif. 266 , Depto. 866",Nueva Suecia,ZAC,80795,pmeza@example.org,Standard,STD,POL00227509,,2021-08-03,True,3000,40000
P001346,Lucas,Alemán,León,1971-07-25,F,VECP100331MASZWB03,Cerrada Garibay 142 Interior 137,Irapuato,GTO,72793-9226,reina54@example.org,Essential,ESS,POL76293369,GRP00427,2024-12-10,True,5000,50000
P001347,Horacio,Anguiano,Rodríguez,1951-05-28,M,IIWU151126HBSQYZA1,"Retorno Chiapas 618 Edif. 098 , Depto. 098",Nueva Zimbabwe,COAH,40933,cdiaz@example.org,Standard,STD,POL44522759,GRP00127,2021-11-16,False,3000,40000
P001348,Julio,Sáenz,Gonzales,1993-10-17,F,TEKH890725MASCZX00,Callejón Chipre 553 250,San Martín Texmelucan,PUE,69932,xhernandes@example.org,Standard,STD,POL16516086,,2021-06-12,True,3000,40000
P001349,Bernabé,Garza,Feliciano,1979-02-03,F,QANL590104HNTLLV05,Pasaje Puebla 966 471,San Rosalia los bajos,COAH,81320,mcorrea@example.net,Premium,PRM,POL91918465,GRP00243,2025-03-19,False,1500,30000
P001350,Magdalena,Vera,Sauceda,1962-09-19,M,RIWC140824MJCSWDA5,Pasaje Norte Muro 999 Interior 196,Vieja España,MOR,97602-2364,reina95@example.net,Essential,ESS,POL14370434,GRP00273,2025-06-14,True,5000,50000
P001351,Gustavo,Zepeda,Cano,1997-06-27,F,QUVI270808MTSXVQ07,Peatonal Rocha 442 Interior 221,Puebla,PUE,42197,nellycaballero@example.net,Standard,STD,POL90347317,GRP00275,2022-03-19,True,3000,40000
P001352,Josefina,Toledo,Granado,1989-02-18,F,SEPD470704MTLGLM07,Callejón Nauru 045 351,Nueva Rumania,CAMP,56343,quinonezaraceli@example.net,Essential,ESS,POL16335471,,2024-02-02,True,5000,50000
P001353,Timoteo,Santillán,de la Crúz,1961-08-03,F,WIFI220130HJCWZH04,Calle Argentina 829 Interior 945,San Eric de la Montaña,COL,28457,valdeslorena@example.net,Premium,PRM,POL19816254,,2023-07-26,True,1500,30000
P001354,Elsa,Carbajal,Madrid,1961-06-29,M,DUPA940322MGTXJF05,"Calzada Gamboa 613 Edif. 674 , Depto. 616",Guanajuato,GTO,60543,maria-cristinaalmonte@example.com,Essential,ESS,POL36712747,,2020-08-07,True,5000,50000
P001355,Delia,Cardenas,Rendón,1993-04-06,M,EABD040227HGRKHAA6,Diagonal Raya 967 204,San Evelio de la Montaña,CAMP,86293,caraballoveronica@example.com,Premium,PRM,POL78758647,GRP00109,2025-05-28,True,1500,30000
P001356,Claudio,Narváez,Montañez,1956-05-11,M,QUVR230801MSLFBR03,Ampliación Morelos 161 Interior 438,Nueva San Marino,SIN,03972-6754,marcos69@example.net,Standard,STD,POL09414250,GRP00024,2023-08-31,True,3000,40000
P001357,Julio César,Estrada,Paredes,1985-08-19,F,BERJ160208MMNZDS08,Callejón Guerrero 132 996,San Pedro Garza García,NL,83435-8599,zepedamarisol@example.com,Standard,STD,POL63858692,,2021-04-15,True,3000,40000
P001358,Lorenzo,Estévez,Pérez,1967-02-20,M,GIJN671119MDFCBG09,Pasaje Carrillo 535 Interior 955,San Esperanza los bajos,CAMP,94506,nadia29@example.com,Premium,PRM,POL86309972,GRP00401,2023-03-08,True,1500,30000
P001359,Irma,Lebrón,Casas,1969-12-15,M,LIKX330416MTLDNA08,"Avenida Indonesia 142 Edif. 154 , Depto. 409",Mexicali,BC,76242-8574,maresagustin@example.com,Premium,PRM,POL27703547,GRP00094,2022-09-26,True,1500,30000
